image,label,elbow_right,elbow_left,shoulder_right,shoulder_left,hip_right,hip_left,knee_right,knee_left
File50.png,Adho_Mukha_Svanasana,172.4,179.89,167.76,177.94,40.63,34.63,155.87,155.46
File51.png,Adho_Mukha_Svanasana,166.08,172.27,164.54,164.74,58.42,59.93,178.15,178.09
File52.png,Adho_Mukha_Svanasana,160.35,160.6,168.65,164.98,32.1,39.27,171.9,156.03
File53.png,Adho_Mukha_Svanasana,177.08,170.85,165.21,163.42,64.66,64.68,174.17,173.2
File54.png,Adho_Mukha_Svanasana,171.01,168.34,179.59,179.66,50.73,50.98,177.83,177.81
File55.png,Adho_Mukha_Svanasana,174.49,166.18,168.77,165.85,55.98,54.14,179.27,179.19
File56.png,Adho_Mukha_Svanasana,165.37,155.36,172.96,169.93,55.98,54.63,177.91,177.1
File57.png,Adho_Mukha_Svanasana,172.21,165.85,178.03,173.21,53.61,54.1,177.97,179.49
File58.png,Adho_Mukha_Svanasana,166.15,169.22,152.73,147.73,170.69,73.74,164.21,176.72
File59.png,Adho_Mukha_Svanasana,171.25,167.94,161.24,165.51,66.4,64.17,168.0,178.28
File6.png,Adho_Mukha_Svanasana,169.84,174.18,165.31,166.23,59.57,62.02,172.27,178.78
File7.png,Adho_Mukha_Svanasana,171.43,171.37,174.01,173.1,71.05,69.2,178.23,178.08
File8.png,Adho_Mukha_Svanasana,165.03,170.23,170.86,172.04,79.69,79.91,173.92,176.57
File9.png,Adho_Mukha_Svanasana,170.27,174.87,166.48,160.57,47.93,44.0,173.26,169.99
File1.png,Adho_Mukha_Vrksasana,111.96,89.62,109.88,108.28,139.73,133.44,173.0,171.94
File10.png,Adho_Mukha_Vrksasana,172.42,166.05,168.82,129.33,95.85,112.03,173.97,176.11
File11.png,Adho_Mukha_Vrksasana,157.01,169.08,174.4,167.56,38.92,48.47,170.35,159.52
File12.png,Adho_Mukha_Vrksasana,94.16,85.4,117.71,112.11,139.94,138.94,153.77,156.91
File14.png,Adho_Mukha_Vrksasana,173.99,166.62,163.97,154.37,108.64,104.18,179.06,176.74
File15.png,Adho_Mukha_Vrksasana,166.34,167.93,162.96,169.67,176.75,104.98,174.79,177.69
File16.png,Adho_Mukha_Vrksasana,145.1,161.5,131.87,134.83,155.54,164.94,175.68,169.86
File17.png,Adho_Mukha_Vrksasana,152.67,149.72,34.76,53.92,39.99,36.8,144.45,144.48
File18.png,Adho_Mukha_Vrksasana,166.74,165.64,144.2,149.78,108.69,106.63,50.29,112.27
File19.png,Adho_Mukha_Vrksasana,158.46,147.97,111.69,170.11,134.55,114.76,164.04,173.14
File2.png,Adho_Mukha_Vrksasana,116.21,140.92,117.38,127.11,134.08,153.65,179.07,162.26
File20.png,Adho_Mukha_Vrksasana,154.99,160.09,153.5,48.93,146.39,169.48,155.25,153.47
File21.png,Adho_Mukha_Vrksasana,145.94,175.8,168.14,158.96,177.16,149.61,174.46,165.48
File22.png,Adho_Mukha_Vrksasana,153.69,113.45,124.12,114.74,173.83,175.24,155.54,165.3
File23.png,Adho_Mukha_Vrksasana,163.29,138.61,115.63,98.83,109.54,121.75,173.55,161.88
File24.png,Adho_Mukha_Vrksasana,125.95,119.8,111.47,115.66,123.0,124.67,171.36,173.31
File25.png,Adho_Mukha_Vrksasana,144.87,149.54,96.65,110.2,102.6,105.54,138.47,148.93
File26.png,Adho_Mukha_Vrksasana,159.49,178.76,167.38,167.63,176.22,175.83,159.61,168.01
File27.png,Adho_Mukha_Vrksasana,147.25,149.07,141.22,149.57,93.53,149.12,23.71,176.54
File28.png,Adho_Mukha_Vrksasana,115.01,135.63,145.33,151.23,160.66,156.65,132.07,141.85
File29.png,Adho_Mukha_Vrksasana,149.6,140.95,131.6,126.1,123.83,134.89,150.11,158.47
File30.png,Adho_Mukha_Vrksasana,127.17,133.08,155.69,151.68,42.07,122.62,33.51,163.08
File31.png,Adho_Mukha_Vrksasana,119.9,163.15,113.54,152.94,97.94,98.24,164.53,168.8
File32.png,Adho_Mukha_Vrksasana,105.76,140.01,111.77,122.35,160.63,162.2,179.2,178.72
File34.png,Adho_Mukha_Vrksasana,151.45,152.99,151.06,147.21,173.41,171.01,77.35,73.97
File35.png,Adho_Mukha_Vrksasana,69.38,84.67,166.91,177.57,177.95,177.26,174.93,173.96
File36.png,Adho_Mukha_Vrksasana,155.66,177.08,172.93,166.67,133.83,100.71,135.58,179.85
File37.png,Adho_Mukha_Vrksasana,90.21,70.44,171.02,164.52,165.5,164.32,177.39,178.66
File38.png,Adho_Mukha_Vrksasana,90.65,138.93,121.61,131.9,155.41,167.57,129.42,132.15
File39.png,Adho_Mukha_Vrksasana,68.63,65.55,121.44,135.71,102.34,175.8,86.57,134.57
File4.png,Adho_Mukha_Vrksasana,176.8,170.33,164.11,172.92,105.51,178.58,22.91,171.11
File40.png,Adho_Mukha_Vrksasana,174.61,159.03,166.18,163.35,165.4,167.94,176.25,132.97
File41.png,Adho_Mukha_Vrksasana,138.91,170.82,50.85,112.42,172.15,160.48,178.03,120.27
File42.png,Adho_Mukha_Vrksasana,108.63,137.95,135.94,154.15,137.49,123.03,179.63,177.07
File43.png,Adho_Mukha_Vrksasana,128.39,132.77,141.02,146.42,117.52,120.49,173.59,174.68
File44.png,Adho_Mukha_Vrksasana,150.04,151.99,159.14,148.23,83.57,176.75,80.64,70.86
File45.png,Adho_Mukha_Vrksasana,148.36,145.68,173.01,164.96,69.78,74.78,18.91,21.11
File46.png,Adho_Mukha_Vrksasana,176.28,165.22,159.13,171.09,161.16,158.48,148.47,156.13
File47.png,Adho_Mukha_Vrksasana,116.79,147.05,165.96,143.38,154.43,169.3,177.57,172.89
File48.png,Adho_Mukha_Vrksasana,166.52,156.91,173.69,143.84,99.84,133.88,160.54,135.04
File49.png,Adho_Mukha_Vrksasana,158.9,165.5,120.36,129.47,169.56,109.14,170.65,92.72
File5.png,Adho_Mukha_Vrksasana,149.62,77.64,105.45,102.18,93.24,86.21,169.62,166.46
File50.png,Adho_Mukha_Vrksasana,28.92,21.14,125.92,125.63,175.28,164.66,176.85,176.65
File51.png,Adho_Mukha_Vrksasana,169.48,67.31,155.02,143.49,177.99,165.44,178.05,165.49
File52.png,Adho_Mukha_Vrksasana,176.15,167.78,170.24,179.48,96.86,72.57,171.14,84.33
File7.png,Adho_Mukha_Vrksasana,148.7,163.22,144.92,147.04,161.11,153.72,173.27,121.57
File8.png,Adho_Mukha_Vrksasana,172.0,161.7,170.38,175.89,138.9,94.63,162.08,179.38
File9.png,Adho_Mukha_Vrksasana,150.77,124.79,168.97,144.11,173.49,167.83,179.73,168.65
File1.jpeg,Alanasana,154.92,164.57,172.12,174.06,114.32,123.91,165.06,109.82
File10.jpeg,Alanasana,162.34,172.62,178.47,179.58,117.35,95.61,159.88,80.63
File11.png,Alanasana,171.35,172.79,178.45,174.68,64.63,137.35,58.34,126.98
File12.jpeg,Alanasana,175.85,174.33,169.79,170.8,105.37,132.79,97.26,158.41
File13.png,Alanasana,172.95,170.49,169.4,168.42,86.06,125.31,85.18,164.24
File14.jpeg,Alanasana,167.01,172.16,179.59,177.99,121.04,102.07,171.78,93.66
File3.jpeg,Alanasana,177.89,166.23,164.42,165.74,103.83,121.99,80.22,160.95
File4.jpeg,Alanasana,170.9,168.79,160.12,164.5,61.35,130.93,57.58,133.32
File5.png,Alanasana,166.4,147.06,169.0,158.51,109.63,136.73,43.11,145.02
File6.jpeg,Alanasana,171.6,176.86,173.83,176.16,134.67,111.3,165.54,110.92
File7.jpeg,Alanasana,170.22,168.05,173.34,175.86,67.23,140.4,54.21,116.51
File8.jpeg,Alanasana,168.97,167.76,172.37,167.27,94.44,135.64,102.03,156.18
File9.jpeg,Alanasana,173.15,172.3,165.99,168.71,109.24,120.91,163.41,54.51
File1.png,Anjaneyasana,175.24,170.96,33.07,34.4,35.76,163.99,65.28,122.3
File10.png,Anjaneyasana,165.06,176.99,172.14,168.79,82.85,126.85,72.05,135.69
File11.png,Anjaneyasana,173.05,165.65,177.5,172.65,88.29,124.83,91.56,127.63
File12.png,Anjaneyasana,148.54,150.98,173.13,171.92,112.57,89.56,139.63,62.9
File13.png,Anjaneyasana,162.3,162.92,169.13,165.77,118.98,85.45,138.24,80.97
File14.png,Anjaneyasana,169.04,170.63,169.44,175.77,76.63,127.05,60.64,142.65
File15.png,Anjaneyasana,162.39,161.78,170.15,179.41,84.99,125.79,66.48,134.02
File16.png,Anjaneyasana,162.04,165.66,165.17,174.23,117.99,65.98,146.37,61.89
File17.png,Anjaneyasana,168.82,165.26,31.26,31.3,30.03,179.14,57.98,128.76
File18.jpeg,Anjaneyasana,160.72,159.3,4.61,1.17,141.51,63.64,132.44,76.78
File19.png,Anjaneyasana,155.17,161.66,154.36,159.45,74.78,113.03,48.37,138.63
File2.png,Anjaneyasana,174.95,176.17,37.62,37.98,175.05,44.01,131.07,78.83
File20.png,Anjaneyasana,154.29,159.8,154.12,146.7,122.87,76.12,139.3,53.35
File21.png,Anjaneyasana,174.78,174.78,171.59,169.95,93.76,119.95,68.76,137.13
File22.png,Anjaneyasana,160.92,164.16,147.45,152.36,76.12,120.25,71.09,148.31
File23.png,Anjaneyasana,116.54,168.17,2.33,178.84,114.28,113.26,79.99,117.8
File24.png,Anjaneyasana,146.11,147.55,40.78,24.92,142.42,83.15,127.29,71.53
File25.png,Anjaneyasana,155.66,176.41,170.28,5.19,132.0,91.68,126.4,67.72
File26.png,Anjaneyasana,164.69,171.41,163.62,168.86,122.33,68.49,141.42,55.09
File27.png,Anjaneyasana,169.78,159.0,152.66,152.03,132.88,80.23,135.27,73.51
File28.png,Anjaneyasana,177.0,174.43,176.87,171.97,122.48,104.97,109.2,169.66
File29.png,Anjaneyasana,159.13,163.98,178.03,175.99,124.91,103.78,159.17,102.73
File3.png,Anjaneyasana,171.13,171.26,166.32,169.76,129.02,83.59,136.92,75.03
File30.png,Anjaneyasana,155.69,157.91,154.61,157.83,78.66,110.63,49.36,139.76
File31.png,Anjaneyasana,144.4,136.1,165.76,157.11,91.58,124.8,72.99,115.15
File32.png,Anjaneyasana,166.42,165.65,146.37,149.96,73.52,111.61,58.53,142.28
File33.png,Anjaneyasana,160.89,167.7,165.44,163.78,118.13,90.4,166.51,82.33
File34.png,Anjaneyasana,157.42,156.96,174.42,175.44,137.37,111.11,110.37,89.78
File35.png,Anjaneyasana,167.76,169.2,32.0,38.98,28.98,172.21,62.68,137.33
File36.png,Anjaneyasana,179.96,174.03,168.16,151.83,88.56,128.36,89.75,133.18
File37.png,Anjaneyasana,177.95,177.95,21.88,26.96,122.09,64.76,146.02,68.54
File38.png,Anjaneyasana,166.16,168.78,163.07,163.36,121.96,88.23,135.98,69.41
File39.png,Anjaneyasana,146.5,173.15,24.99,51.83,74.5,133.12,72.95,71.3
File4.png,Anjaneyasana,166.66,163.65,164.2,159.22,81.65,134.08,67.97,128.81
File40.png,Anjaneyasana,179.55,173.78,164.52,158.68,77.25,128.47,82.76,139.49
File41.png,Anjaneyasana,171.69,163.69,79.12,179.7,88.5,103.04,137.36,58.93
File42.png,Anjaneyasana,159.46,161.93,179.21,177.88,116.41,96.44,132.13,79.01
File43.png,Anjaneyasana,174.69,175.41,173.58,173.45,90.64,125.44,77.99,140.89
File44.png,Anjaneyasana,67.21,170.94,163.68,93.15,80.69,103.95,151.7,66.48
File45.png,Anjaneyasana,152.07,177.41,29.54,2.49,51.67,131.21,39.95,92.3
File46.png,Anjaneyasana,179.02,175.74,21.72,25.17,178.98,71.29,55.21,92.0
File47.png,Anjaneyasana,142.93,86.99,128.3,58.87,105.74,100.71,159.73,153.92
File48.png,Anjaneyasana,167.36,163.41,0.55,6.05,157.56,89.1,112.59,92.84
File49.png,Anjaneyasana,148.17,172.52,175.44,58.02,121.58,111.29,88.98,111.29
File5.png,Anjaneyasana,160.77,175.83,53.15,36.4,101.86,120.05,44.19,110.84
File50.png,Anjaneyasana,154.89,173.35,175.43,164.15,98.18,109.86,158.23,88.66
File51.png,Anjaneyasana,153.87,152.76,179.83,169.59,70.99,123.15,54.5,140.65
File52.png,Anjaneyasana,167.64,162.69,165.73,162.7,83.63,124.06,81.16,138.59
File53.png,Anjaneyasana,164.39,167.32,148.8,153.98,75.18,121.81,68.63,145.01
File54.png,Anjaneyasana,156.81,166.56,169.0,176.14,131.7,78.61,134.45,68.47
File55.png,Anjaneyasana,156.53,155.52,167.59,147.83,137.45,90.72,129.43,75.5
File56.png,Anjaneyasana,161.79,161.04,170.63,179.78,117.02,108.87,138.2,61.6
File57.png,Anjaneyasana,179.76,172.33,143.83,126.16,71.77,131.59,51.05,127.47
File6.png,Anjaneyasana,128.36,88.74,24.48,31.78,72.41,155.72,81.44,112.25
File7.png,Anjaneyasana,160.21,172.73,13.9,42.92,33.7,167.84,70.05,122.61
File8.png,Anjaneyasana,148.51,141.69,28.02,25.13,73.23,146.17,68.0,119.8
File9.png,Anjaneyasana,163.25,157.51,172.94,178.32,90.35,117.49,69.55,142.63
File1.png,Ardha_Chandrasana,179.88,177.79,97.08,99.77,88.61,170.53,175.81,176.82
File10.png,Ardha_Chandrasana,174.0,168.55,84.18,102.04,179.16,109.53,171.52,172.54
File11.png,Ardha_Chandrasana,161.29,159.11,86.85,90.36,159.99,92.95,176.06,169.42
File12.png,Ardha_Chandrasana,172.28,72.36,121.0,60.72,153.46,79.92,178.67,177.5
File13.png,Ardha_Chandrasana,178.32,175.16,91.55,102.62,133.22,162.42,164.17,176.33
File14.jpeg,Ardha_Chandrasana,172.61,172.51,134.31,64.87,42.76,163.1,176.85,177.98
File15.png,Ardha_Chandrasana,170.81,163.85,71.39,124.17,169.9,69.25,174.32,169.2
File16.png,Ardha_Chandrasana,163.0,172.48,99.91,87.31,84.91,174.66,163.42,173.9
File17.png,Ardha_Chandrasana,162.02,159.73,83.77,98.63,78.03,164.43,173.8,178.38
File18.png,Ardha_Chandrasana,165.94,169.28,88.87,102.98,168.49,84.56,179.33,175.64
File19.png,Ardha_Chandrasana,177.42,179.89,87.41,117.58,170.11,64.45,178.58,176.74
File2.png,Ardha_Chandrasana,171.78,166.75,96.4,76.58,166.58,89.07,177.5,175.49
File20.png,Ardha_Chandrasana,172.55,178.15,101.52,97.61,81.1,171.17,166.64,176.24
File21.png,Ardha_Chandrasana,173.67,169.63,128.55,83.73,71.24,164.83,174.79,174.22
File22.png,Ardha_Chandrasana,178.11,171.42,60.7,126.63,171.1,57.24,168.9,176.65
File23.png,Ardha_Chandrasana,160.38,160.38,73.53,111.58,171.35,59.44,174.8,177.76
File24.png,Ardha_Chandrasana,160.27,163.31,77.19,94.39,161.47,72.1,176.48,179.43
File25.png,Ardha_Chandrasana,179.99,176.33,137.13,72.64,72.6,109.74,162.1,178.76
File26.png,Ardha_Chandrasana,168.29,169.93,127.13,76.95,57.01,175.27,177.04,174.27
File27.png,Ardha_Chandrasana,174.9,176.71,96.84,104.3,99.49,165.54,176.52,178.48
File29.png,Ardha_Chandrasana,173.26,164.34,105.42,90.62,73.74,155.66,175.69,177.13
File3.png,Ardha_Chandrasana,175.64,179.23,127.13,78.62,59.91,175.65,177.92,178.53
File30.png,Ardha_Chandrasana,168.81,170.92,110.74,78.53,71.09,154.58,172.44,178.51
File31.png,Ardha_Chandrasana,156.03,173.12,54.44,96.47,88.75,158.01,175.34,152.85
File32.png,Ardha_Chandrasana,174.46,179.81,121.53,85.05,128.82,167.37,178.91,172.66
File33.png,Ardha_Chandrasana,166.13,165.77,110.07,86.7,67.66,178.08,176.56,173.34
File34.png,Ardha_Chandrasana,166.13,15.82,100.54,100.0,72.11,178.5,178.43,168.58
File35.png,Ardha_Chandrasana,158.36,168.51,87.27,79.65,87.9,165.33,170.69,178.07
File36.png,Ardha_Chandrasana,177.44,161.89,65.17,121.19,170.94,54.1,179.16,175.25
File37.png,Ardha_Chandrasana,178.35,166.18,101.31,105.02,96.36,163.16,178.85,178.3
File38.png,Ardha_Chandrasana,174.2,174.81,88.86,100.26,90.23,164.54,171.1,176.97
File39.png,Ardha_Chandrasana,171.58,175.67,63.31,64.95,72.0,155.96,176.36,174.08
File4.png,Ardha_Chandrasana,174.35,164.93,72.64,119.12,177.09,53.41,175.27,175.44
File40.png,Ardha_Chandrasana,155.86,148.88,80.72,105.1,54.96,140.96,174.72,172.12
File41.png,Ardha_Chandrasana,160.46,160.85,105.72,94.17,58.08,179.16,163.51,177.66
File42.png,Ardha_Chandrasana,169.72,163.95,72.79,120.62,176.85,58.94,179.26,169.78
File44.png,Ardha_Chandrasana,176.01,173.87,77.97,133.29,167.41,67.12,178.56,179.64
File45.png,Ardha_Chandrasana,164.53,165.15,76.26,109.72,178.53,67.3,176.29,172.79
File46.png,Ardha_Chandrasana,171.27,173.39,78.23,114.66,173.11,68.72,176.19,176.21
File47.png,Ardha_Chandrasana,164.67,175.42,121.34,61.49,43.81,127.96,162.45,131.77
File5.png,Ardha_Chandrasana,178.68,168.54,122.08,76.61,67.21,171.43,168.38,179.93
File7.png,Ardha_Chandrasana,174.8,145.19,116.63,4.91,62.27,166.09,177.44,178.84
File8.png,Ardha_Chandrasana,109.04,168.56,162.94,161.27,92.24,160.8,178.34,170.54
File9.png,Ardha_Chandrasana,176.93,126.4,64.93,136.04,168.58,77.39,178.35,98.39
File1.png,Ardha_Matsyendrasana,173.83,175.51,101.83,131.26,24.16,42.4,27.05,10.33
File10.png,Ardha_Matsyendrasana,58.6,177.59,48.26,52.13,89.28,84.64,24.21,98.37
File11.png,Ardha_Matsyendrasana,159.57,167.54,37.96,21.46,91.18,51.95,18.06,95.71
File12.png,Ardha_Matsyendrasana,177.15,75.22,22.65,47.13,39.15,86.28,78.93,176.2
File13.png,Ardha_Matsyendrasana,178.51,177.64,31.95,33.15,84.57,43.64,17.25,59.14
File14.png,Ardha_Matsyendrasana,172.4,135.54,33.48,66.31,30.78,58.97,19.26,6.92
File15.png,Ardha_Matsyendrasana,162.13,76.8,27.84,34.41,54.49,52.64,2.71,16.98
File16.png,Ardha_Matsyendrasana,106.89,137.69,2.02,64.79,30.89,150.15,33.29,106.7
File17.png,Ardha_Matsyendrasana,179.79,69.85,25.94,49.18,43.51,82.83,75.04,177.69
File18.png,Ardha_Matsyendrasana,87.52,174.43,42.37,47.93,54.88,73.78,68.15,16.88
File19.png,Ardha_Matsyendrasana,165.28,6.11,18.41,7.23,43.26,97.67,72.68,22.6
File2.png,Ardha_Matsyendrasana,163.47,177.4,38.55,19.04,59.23,59.33,7.81,86.29
File20.png,Ardha_Matsyendrasana,86.0,178.12,46.49,24.19,98.11,65.08,25.93,87.55
File21.png,Ardha_Matsyendrasana,179.66,179.87,23.75,28.39,61.82,81.86,69.6,170.58
File22.png,Ardha_Matsyendrasana,173.4,178.08,40.04,14.68,43.08,66.33,20.65,88.05
File23.png,Ardha_Matsyendrasana,173.63,71.86,30.11,66.93,54.62,87.15,74.56,19.84
File24.png,Ardha_Matsyendrasana,129.5,178.86,7.02,48.93,57.56,83.09,74.34,12.3
File25.png,Ardha_Matsyendrasana,170.23,143.32,6.97,17.57,36.62,105.63,65.55,29.77
File26.png,Ardha_Matsyendrasana,173.44,178.62,18.34,36.41,49.13,99.68,71.06,23.77
File27.png,Ardha_Matsyendrasana,102.12,92.65,44.01,46.55,97.33,69.05,23.67,99.79
File28.png,Ardha_Matsyendrasana,163.7,169.35,22.14,19.27,121.48,68.47,39.42,128.24
File29.png,Ardha_Matsyendrasana,174.74,33.97,22.14,37.47,58.26,103.61,69.96,171.55
File3.png,Ardha_Matsyendrasana,178.19,161.64,23.07,46.2,55.87,52.09,78.31,11.83
File30.png,Ardha_Matsyendrasana,165.34,172.29,16.31,58.36,64.75,81.14,0.65,149.57
File31.png,Ardha_Matsyendrasana,177.02,176.82,28.53,29.43,87.75,41.62,23.31,84.98
File32.png,Ardha_Matsyendrasana,138.68,179.39,25.39,49.31,58.37,87.06,80.66,13.22
File33.png,Ardha_Matsyendrasana,165.38,177.56,36.24,31.36,87.58,59.59,20.5,80.75
File34.png,Ardha_Matsyendrasana,173.7,10.95,35.09,50.48,77.81,49.83,101.95,13.97
File35.png,Ardha_Matsyendrasana,174.4,179.35,33.56,39.34,64.79,114.58,85.68,28.82
File36.png,Ardha_Matsyendrasana,41.46,173.8,58.75,21.89,64.37,161.59,86.64,148.18
File37.png,Ardha_Matsyendrasana,34.93,177.17,43.25,20.65,22.97,47.51,40.37,58.89
File38.png,Ardha_Matsyendrasana,9.42,178.24,0.75,3.13,102.51,47.39,32.35,80.27
File39.png,Ardha_Matsyendrasana,175.66,41.8,36.7,56.95,58.35,77.48,25.94,18.38
File4.png,Ardha_Matsyendrasana,163.23,178.86,40.12,39.1,47.62,81.43,17.42,64.18
File40.png,Ardha_Matsyendrasana,36.18,175.86,29.72,32.9,108.86,66.11,174.17,115.99
File41.png,Ardha_Matsyendrasana,169.54,175.54,41.94,13.21,46.53,67.61,13.73,89.87
File42.png,Ardha_Matsyendrasana,20.37,170.53,37.46,21.11,100.33,61.17,24.46,81.83
File43.png,Ardha_Matsyendrasana,121.38,178.88,15.48,62.02,126.02,80.86,141.33,122.04
File44.png,Ardha_Matsyendrasana,167.01,80.25,41.82,20.34,73.32,68.77,23.82,19.82
File45.png,Ardha_Matsyendrasana,176.68,73.98,19.74,43.19,41.12,97.18,93.34,34.01
File46.png,Ardha_Matsyendrasana,64.04,111.19,66.39,69.28,22.8,68.96,18.77,12.58
File47.png,Ardha_Matsyendrasana,36.76,178.71,46.0,33.35,84.97,79.51,25.76,96.73
File48.png,Ardha_Matsyendrasana,36.81,171.83,51.55,21.05,90.26,61.77,19.89,68.6
File49.png,Ardha_Matsyendrasana,43.77,172.93,53.01,26.58,34.66,110.01,47.16,141.02
File5.png,Ardha_Matsyendrasana,38.76,175.79,55.53,20.27,91.25,71.96,139.55,116.39
File50.png,Ardha_Matsyendrasana,119.07,167.17,9.02,26.32,132.63,109.25,19.5,24.95
File51.png,Ardha_Matsyendrasana,173.46,170.33,0.55,44.57,73.0,114.85,119.35,31.96
File53.png,Ardha_Matsyendrasana,158.27,45.43,16.49,49.36,66.93,91.76,81.81,22.15
File54.png,Ardha_Matsyendrasana,63.0,166.73,76.47,21.95,75.15,75.16,1.51,58.71
File55.png,Ardha_Matsyendrasana,175.77,179.82,38.24,43.76,77.93,77.62,62.26,20.34
File56.png,Ardha_Matsyendrasana,48.62,46.15,65.19,48.87,13.89,85.48,43.07,14.13
File57.png,Ardha_Matsyendrasana,170.78,45.36,37.7,54.51,64.13,64.74,63.76,11.29
File58.png,Ardha_Matsyendrasana,166.24,165.82,53.0,25.31,90.92,79.1,19.13,82.04
File59.png,Ardha_Matsyendrasana,77.23,104.44,60.77,28.67,76.93,88.61,17.37,48.74
File6.png,Ardha_Matsyendrasana,92.31,177.23,36.81,37.8,84.91,102.86,19.9,170.84
File60.png,Ardha_Matsyendrasana,64.4,175.58,73.84,37.89,70.43,102.06,23.44,134.82
File61.png,Ardha_Matsyendrasana,178.05,6.85,27.4,36.68,56.18,80.59,75.29,161.39
File62.png,Ardha_Matsyendrasana,170.63,176.69,37.72,23.08,90.06,65.7,25.21,82.78
